person_id,trial_id,time_ms,pupil
2,1,-300,3.271361
2,1,-250,3.28346
2,1,-200,3.343592
2,1,-150,3.279534
2,1,-100,3.312793
2,1,-50,3.265077
2,1,0,3.28707
2,1,50,3.28013
2,1,100,3.343491
2,1,150,3.340956
2,1,200,3.361018
2,1,250,3.372914
2,1,300,3.366743
2,1,350,3.40201
2,1,400,3.420049
2,1,450,3.408561
2,1,500,3.412593
2,1,550,3.380233
2,1,600,3.411716
2,1,650,3.396907
2,1,700,3.39274
2,1,750,3.411772
2,1,800,3.391041
2,1,850,3.392979
2,1,900,3.35653
2,1,950,3.371666
2,1,1000,3.348702
2,2,-500,3.301578
2,2,-450,3.316224
2,2,-400,3.331389
2,2,-350,3.288382
2,2,-300,3.336308
2,2,-250,3.325039
2,2,-200,3.302187
2,2,-150,3.342221
2,2,-100,3.32094
2,2,-50,3.309142
2,2,0,3.335634
2,2,50,3.30984
2,2,100,3.362896
2,2,150,3.383123
2,2,200,3.370377
2,2,250,3.426315
2,2,300,3.391728
2,2,350,3.426917
2,2,400,3.406238
2,2,450,3.409612
2,2,500,3.410726
2,2,550,3.424426
2,2,600,3.480388
2,2,650,3.423346
2,2,700,3.422131
2,2,750,3.408945
2,2,800,3.390082
2,2,850,3.394094
2,2,900,3.374636
2,2,950,3.368776
2,2,1000,3.368265
2,3,-500,3.340313
2,3,-450,3.354477
2,3,-400,3.366837
2,3,-350,3.401607
2,3,-300,3.397567
2,3,-250,3.389102
2,3,-200,3.359278
2,3,-150,3.359268
2,3,-100,3.369098
2,3,-50,3.390622
2,3,0,3.37115
2,3,50,3.417986
2,3,100,3.422091
2,3,150,3.428618
2,3,200,3.495303
2,3,250,3.493911
2,3,300,3.433479
2,3,350,3.481567
2,3,400,3.50766
2,3,450,3.48169
2,3,500,3.4845
2,3,550,3.491756
2,3,600,3.545991
2,3,650,3.437112
2,3,700,3.481559
2,3,750,3.534433
2,3,800,3.468393
2,3,850,3.433553
2,3,900,3.463072
2,3,950,3.413037
2,3,1000,3.482744
2,4,-500,3.314381
2,4,-450,3.296276
2,4,-400,3.325115
2,4,-350,3.301582
2,4,-300,3.277376
2,4,-250,3.311862
2,4,-200,3.326046
2,4,-150,3.313196
2,4,-100,3.34825
2,4,-50,3.323824
2,4,0,3.289793
2,4,50,3.347789
2,4,100,3.405913
2,4,150,3.351954
2,4,200,3.377189
2,4,250,3.382462
2,4,300,3.394375
2,4,350,3.405421
2,4,400,3.391727
2,4,450,3.398371
2,4,500,3.406424
2,4,550,3.381091
2,4,600,3.425371
2,4,650,3.359272
2,4,700,3.40353
2,4,750,3.468856
2,4,800,3.406345
2,4,850,3.411112
2,4,900,3.41347
2,4,950,3.406917
2,4,1000,3.424137
2,5,-500,3.331516
2,5,-450,3.384909
2,5,-400,3.366484
2,5,-350,3.359407
2,5,-300,3.366424
2,5,-250,3.362426
2,5,-200,3.383632
2,5,-150,3.417073
2,5,-100,3.330418
2,5,-50,3.409215
2,5,0,3.419949
2,5,50,3.424183
2,5,100,3.413897
2,5,150,3.460855
2,5,200,3.453609
2,5,250,3.447605
2,5,300,3.451887
2,5,350,3.436293
2,5,400,3.513486
2,5,450,3.488664
2,5,500,3.486608
2,5,550,3.473822
2,5,600,3.490483
2,5,650,3.477125
2,5,700,3.449257
2,5,750,3.498467
2,5,800,3.509714
2,5,850,3.482334
2,5,900,3.439738
2,5,950,3.486763
2,5,1000,3.445493
2,6,-500,3.413686
2,6,-450,3.377205
2,6,-400,3.400692
2,6,-350,3.381472
2,6,-300,3.394729
2,6,-250,3.433433
2,6,-200,3.408701
2,6,-150,3.371456
2,6,-100,3.358514
2,6,-50,3.41285
2,6,0,3.44503
2,6,50,3.439687
2,6,100,3.403153
2,6,150,3.420036
2,6,200,3.505718
2,6,250,3.496031
2,6,300,3.497403
2,6,350,3.492659
2,6,400,3.522799
2,6,450,3.502061
2,6,500,3.530351
2,6,550,3.55764
2,6,600,3.516977
2,6,650,3.482985
2,6,700,3.490835
2,6,750,3.520675
2,6,800,3.52394
2,6,850,3.47018
2,6,900,3.487963
2,6,950,3.498748
2,6,1000,3.501747
3,1,-500,3.438867
3,1,-450,3.415529
3,1,-400,3.421458
3,1,-350,3.436021
3,1,-300,3.411222
3,1,-250,3.404562
3,1,-200,3.449684
3,1,-150,3.447279
3,1,-100,3.410184
3,1,-50,3.419034
3,1,0,3.45099
3,1,50,3.438019
3,1,100,3.460289
3,1,150,3.480897
3,1,200,3.489579
3,1,250,3.48283
3,1,300,3.503697
3,1,350,3.571898
3,1,400,3.538226
3,1,450,3.507298
3,1,500,3.473265
3,1,550,3.505635
3,1,600,3.508025
3,1,650,3.556183
3,1,700,3.501947
3,1,750,3.534569
3,1,800,3.508544
3,1,850,3.517514
3,1,900,3.509826
3,1,950,3.491615
3,1,1000,3.50452
3,2,-500,3.413385
3,2,-450,3.33696
3,2,-400,3.396341
3,2,-350,3.37652
3,2,-300,3.391328
3,2,-250,3.42038
3,2,-200,3.401678
3,2,-150,3.384881
3,2,-100,3.37273
3,2,-50,3.394883
3,2,0,3.367167
3,2,50,3.38499
3,2,100,3.433464
3,2,150,3.43019
3,2,200,3.442427
3,2,250,3.446315
3,2,300,3.4454
3,2,350,3.477865
3,2,400,3.468357
3,2,450,3.52949
3,2,500,3.487689
3,2,550,3.531284
3,2,600,3.500062
3,2,650,3.504143
3,2,700,3.47847
3,2,750,3.491343
3,2,800,3.463207
3,2,850,3.481125
3,2,900,3.479956
3,2,950,3.457236
3,2,1000,3.450433
3,3,-500,3.345517
3,3,-450,3.233572
3,3,-400,3.234941
3,3,-350,3.288421
3,3,-300,3.297012
3,3,-250,3.258992
3,3,-200,3.252278
3,3,-150,3.250843
3,3,-100,3.321456
3,3,-50,3.288424
3,3,0,3.27886
3,3,50,3.335379
3,3,100,3.351711
3,3,150,3.37698
3,3,200,3.368601
3,3,250,3.392956
3,3,300,3.382532
3,3,350,3.367311
3,3,400,3.392089
3,3,450,3.397377
3,3,500,3.396137
3,3,550,3.387495
3,3,600,3.405718
3,3,650,3.337086
3,3,700,3.430359
3,3,750,3.386517
3,3,800,3.375106
3,3,850,3.396238
3,3,900,3.339619
3,3,950,3.352735
3,3,1000,3.328285
3,4,-500,3.219629
3,4,-450,3.271146
3,4,-400,3.224118
3,4,-350,3.250444
3,4,-300,3.293316
3,4,-250,3.249724
3,4,-200,3.287192
3,4,-150,3.204191
3,4,-100,3.28389
3,4,-50,3.238114
3,4,0,3.25503
3,4,50,3.299445
3,4,100,3.286073
3,4,150,3.282186
3,4,200,3.346519
3,4,250,3.325547
3,4,300,3.36775
3,4,350,3.375609
3,4,400,3.372898
3,4,450,3.392151
3,4,500,3.380146
3,4,550,3.358782
3,4,600,3.350576
3,4,650,3.372083
3,4,700,3.370495
3,4,750,3.350713
3,4,800,3.358281
3,4,850,3.332225
3,4,900,3.391421
3,4,950,3.317788
3,4,1000,3.300602
3,5,-500,3.327446
3,5,-450,3.293539
3,5,-400,3.319459
3,5,-350,3.337392
3,5,-300,3.32038
3,5,-250,3.324107
3,5,-200,3.309943
3,5,-150,3.311165
3,5,-100,3.303613
3,5,-50,3.331241
3,5,0,3.30092
3,5,50,3.314923
3,5,100,3.357737
3,5,150,3.39097
3,5,200,3.389002
3,5,250,3.448173
3,5,300,3.464976
3,5,350,3.425034
3,5,400,3.455603
3,5,450,3.418048
3,5,500,3.423466
3,5,550,3.426326
3,5,600,3.44031
3,5,650,3.39739
3,5,700,3.44526
3,5,750,3.429142
3,5,800,3.423765
3,5,850,3.389635
3,5,900,3.426665
3,5,950,3.393212
3,5,1000,3.44372
3,6,-500,3.316913
3,6,-450,3.356921
3,6,-400,3.384509
3,6,-350,3.349788
3,6,-300,3.344461
3,6,-250,3.388728
3,6,-200,3.404607
3,6,-150,3.362906
3,6,-100,3.344398
3,6,-50,3.40432
3,6,0,3.367291
3,6,50,3.346455
3,6,100,3.410991
3,6,150,3.41945
3,6,200,3.420584
3,6,250,3.445224
3,6,300,3.426359
3,6,350,3.43239
3,6,400,3.495022
3,6,450,3.457961
3,6,500,3.496168
3,6,550,3.466933
3,6,600,3.458906
3,6,650,3.454944
3,6,700,3.463396
3,6,750,3.496908
3,6,800,3.475681
3,6,850,3.429975
3,6,900,3.422271
3,6,950,3.468553
3,6,1000,3.44498
4,1,-500,3.30947
4,1,-450,3.354393
4,1,-400,3.367878
4,1,-350,3.276708
4,1,-300,3.347627
4,1,-250,3.39121
4,1,-200,3.30627
4,1,-150,3.293207
4,1,-100,3.32551
4,1,-50,3.332724
4,1,0,3.313251
4,1,50,3.388576
4,1,100,3.365157
4,1,150,3.410583
4,1,200,3.396547
4,1,250,3.439978
4,1,300,3.400293
4,1,350,3.398881
4,1,400,3.460938
4,1,450,3.434004
4,1,500,3.500821
4,1,550,3.455654
4,1,600,3.426881
4,1,650,3.477067
4,1,700,3.427411
4,1,750,3.404585
4,1,800,3.432218
4,1,850,3.432238
4,1,900,3.372948
4,1,950,3.486536
4,1,1000,3.427245
4,2,-500,3.309805
4,2,-450,3.324079
4,2,-400,3.346671
4,2,-350,3.327141
4,2,-300,3.314279
4,2,-250,3.317436
4,2,-200,3.324383
4,2,-150,3.334649
4,2,-100,3.330723
4,2,-50,3.346316
4,2,0,3.340795
4,2,50,3.376835
4,2,100,3.354881
4,2,150,3.395981
4,2,200,3.375997
4,2,250,3.417178
4,2,300,3.369472
4,2,350,3.425296
4,2,400,3.435934
4,2,450,3.453587
4,2,500,3.400577
4,2,550,3.431883
4,2,600,3.49755
4,2,650,3.428749
4,2,700,3.433815
4,2,750,3.422244
4,2,800,3.421467
4,2,850,3.413223
4,2,900,3.412049
4,2,950,3.388955
4,2,1000,3.420826
4,3,-500,3.291261
4,3,-450,3.268627
4,3,-400,3.294777
4,3,-350,3.304884
4,3,-300,3.275601
4,3,-250,3.310772
4,3,-200,3.260452
4,3,-150,3.298644
4,3,-100,3.328383
4,3,-50,3.289211
4,3,0,3.313386
4,3,50,3.293098
4,3,100,3.332656
4,3,150,3.315201
4,3,200,3.352796
4,3,250,3.412715
4,3,300,3.375497
4,3,350,3.391149
4,3,400,3.384182
4,3,450,3.433067
4,3,500,3.38698
4,3,550,3.414262
4,3,600,3.429144
4,3,650,3.388804
4,3,700,3.411313
4,3,750,3.393743
4,3,800,3.396859
4,3,850,3.36189
4,3,900,3.39732
4,3,950,3.392767
4,3,1000,3.372606
4,4,-500,3.291932
4,4,-450,3.236553
4,4,-400,3.296895
4,4,-350,3.331206
4,4,-300,3.308785
4,4,-250,3.299905
4,4,-200,3.280815
4,4,-150,3.295054
4,4,-100,3.308182
4,4,-50,3.288932
4,4,0,3.321463
4,4,50,3.290713
4,4,100,3.366781
4,4,150,3.302152
4,4,200,3.329016
4,4,250,3.380782
4,4,300,3.356791
4,4,350,3.374534
4,4,400,3.352646
4,4,450,3.457118
4,4,500,3.396383
4,4,550,3.388922
4,4,600,3.416638
4,4,650,3.36127
4,4,700,3.369282
4,4,750,3.402091
4,4,800,3.357836
4,4,850,3.382917
4,4,900,3.34815
4,4,950,3.448869
4,4,1000,3.379328
4,5,-500,3.349102
4,5,-450,3.373716
4,5,-400,3.370815
4,5,-350,3.356763
4,5,-300,3.384292
4,5,-250,3.393317
4,5,-200,3.358946
4,5,-150,3.346778
4,5,-100,3.309534
4,5,-50,3.331046
4,5,0,3.400699
4,5,50,3.356594
4,5,100,3.400145
4,5,150,3.443432
4,5,200,3.420299
4,5,250,3.460677
4,5,300,3.462856
4,5,350,3.498012
4,5,400,3.500015
4,5,450,3.482119
4,5,500,3.512916
4,5,550,3.485568
4,5,600,3.499064
4,5,650,3.517226
4,5,700,3.425791
4,5,750,3.512314
4,5,800,3.491913
4,5,850,3.457676
4,5,900,3.435117
4,5,950,3.434882
4,5,1000,3.42744
4,6,-500,3.258987
4,6,-450,3.271668
4,6,-400,3.215238
4,6,-350,3.290571
4,6,-300,3.272592
4,6,-250,3.26714
4,6,-200,3.308413
4,6,-150,3.292077
4,6,-100,3.260826
4,6,-50,3.299659
4,6,0,3.290864
4,6,50,3.287005
4,6,100,3.283331
4,6,150,3.349398
4,6,200,3.358426
4,6,250,3.333174
4,6,300,3.371131
4,6,350,3.422491
4,6,400,3.382676
4,6,450,3.392558
4,6,500,3.396305
4,6,550,3.346454
4,6,600,3.398921
4,6,650,3.34023
4,6,700,3.399026
4,6,750,3.412303
4,6,800,3.342276
4,6,850,3.367556
4,6,900,3.314585
4,6,950,3.402306
4,6,1000,3.323229
5,1,-500,3.506603
5,1,-450,3.456748
5,1,-400,3.486259
5,1,-350,3.532919
5,1,-300,3.448058
5,1,-250,3.492636
5,1,-200,3.470033
5,1,-150,3.492631
5,1,-100,3.461709
5,1,-50,3.492166
5,1,0,3.537241
5,1,50,3.499671
5,1,100,3.519713
5,1,150,3.578201
5,1,200,3.567871
5,1,250,3.543194
5,1,300,3.577253
5,1,350,3.628293
5,1,400,3.626589
5,1,450,3.6355
5,1,500,3.646928
5,1,550,3.595648
5,1,600,3.63528
5,1,650,3.614455
5,1,700,3.592198
5,1,750,3.564575
5,1,800,3.633961
5,1,850,3.571446
5,1,900,3.633108
5,1,950,3.540952
5,1,1000,3.583676
5,2,-500,3.458575
5,2,-450,3.508996
5,2,-400,3.401199
5,2,-350,3.456541
5,2,-300,3.456013
5,2,-250,3.471498
5,2,-200,3.486504
5,2,-150,3.451474
5,2,-100,3.445072
5,2,-50,3.47185
5,2,0,3.507367
5,2,50,3.462807
5,2,100,3.506355
5,2,150,3.509377
5,2,200,3.553079
5,2,250,3.55068
5,2,300,3.556865
5,2,350,3.581089
5,2,400,3.52675
5,2,450,3.626404
5,2,500,3.638983
5,2,550,3.570598
5,2,600,3.545982
5,2,650,3.545303
5,2,700,3.571397
5,2,750,3.552156
5,2,800,3.582505
5,2,850,3.563373
5,2,900,3.555142
5,2,950,3.619639
5,2,1000,3.545318
5,3,-500,3.48924
5,3,-450,3.478439
5,3,-400,3.46501
5,3,-350,3.459073
5,3,-300,3.484467
5,3,-250,3.45019
5,3,-200,3.46301
5,3,-150,3.501737
5,3,-100,3.446524
5,3,-50,3.430959
5,3,0,3.433529
5,3,50,3.471654
5,3,100,3.514177
5,3,150,3.493908
5,3,200,3.55862
5,3,250,3.523178
5,3,300,3.555378
5,3,350,3.576491
5,3,400,3.562591
5,3,450,3.595797
5,3,500,3.57792
5,3,550,3.559186
5,3,600,3.514885
5,3,650,3.542273
5,3,700,3.553653
5,3,750,3.56135
5,3,800,3.509028
5,3,850,3.562842
5,3,900,3.550394
5,3,950,3.484242
5,3,1000,3.514583
5,4,-500,3.48313
5,4,-450,3.462491
5,4,-400,3.498183
5,4,-350,3.486114
5,4,-300,3.427514
5,4,-250,3.511442
5,4,-200,3.477547
5,4,-150,3.441429
5,4,-100,3.508308
5,4,-50,3.473412
5,4,0,3.466839
5,4,50,3.480812
5,4,100,3.543378
5,4,150,3.552825
5,4,200,3.523113
5,4,250,3.583007
5,4,300,3.569231
5,4,350,3.587728
5,4,400,3.614075
5,4,450,3.564825
5,4,500,3.659195
5,4,550,3.64903
5,4,600,3.578724
5,4,650,3.587395
5,4,700,3.56324
5,4,750,3.576249
5,4,800,3.583242
5,4,850,3.582894
5,4,900,3.557918
5,4,950,3.553135
5,4,1000,3.583959
5,5,-500,3.412098
5,5,-450,3.432952
5,5,-400,3.436477
5,5,-350,3.447974
5,5,-300,3.464196
5,5,-250,3.499445
5,5,-200,3.4728
5,5,-150,3.450295
5,5,-100,3.428433
5,5,-50,3.479301
5,5,0,3.474652
5,5,50,3.500412
5,5,100,3.449408
5,5,150,3.490749
5,5,200,3.519639
5,5,250,3.57898
5,5,300,3.532401
5,5,350,3.577613
5,5,400,3.567191
5,5,450,3.571288
5,5,500,3.565383
5,5,550,3.587848
5,5,600,3.542117
5,5,650,3.540672
5,5,700,3.597103
5,5,750,3.557954
5,5,800,3.523198
5,5,850,3.548413
5,5,900,3.539615
5,5,950,3.558097
5,5,1000,3.498403
5,6,-500,3.420915
5,6,-450,3.467964
5,6,-400,3.423673
5,6,-350,3.434494
5,6,-300,3.459162
5,6,-250,3.40657
5,6,-200,3.404777
5,6,-150,3.414543
5,6,-100,3.394162
5,6,-50,3.41459
5,6,0,3.474191
5,6,50,3.47402
5,6,100,3.465982
5,6,150,3.500723
5,6,200,3.523004
5,6,250,3.512388
5,6,300,3.545467
5,6,350,3.520013
5,6,400,3.538038
5,6,450,3.56661
5,6,500,3.520607
5,6,550,3.527699
5,6,600,3.558114
5,6,650,3.538703
5,6,700,3.527727
5,6,750,3.556062
5,6,800,3.542472
5,6,850,3.489524
5,6,900,3.546963
5,6,950,3.554417
5,6,1000,3.571605
6,1,-500,3.282268
6,1,-450,3.280872
6,1,-400,3.289754
6,1,-350,3.294334
6,1,-300,3.270984
6,1,-250,3.301375
6,1,-200,3.270772
6,1,-150,3.293877
6,1,-100,3.296741
6,1,-50,3.321296
6,1,0,3.31809
6,1,50,3.363362
6,1,100,3.371187
6,1,150,3.338194
6,1,200,3.354271
6,1,250,3.369656
6,1,300,3.357719
6,1,350,3.36965
6,1,400,3.405977
6,1,450,3.434389
6,1,500,3.421043
6,1,550,3.397268
6,1,600,3.387127
6,1,650,3.411307
6,1,700,3.402182
6,1,750,3.376184
6,1,800,3.398684
6,1,850,3.394728
6,1,900,3.417833
6,1,950,3.353659
6,1,1000,3.357444
6,2,-500,3.419977
6,2,-450,3.435104
6,2,-400,3.412234
6,2,-350,3.449164
6,2,-300,3.406776
6,2,-250,3.447597
6,2,-200,3.450945
6,2,-150,3.451862
6,2,-100,3.48451
6,2,-50,3.43661
6,2,0,3.474892
6,2,50,3.457978
6,2,100,3.518184
6,2,150,3.492872
6,2,200,3.53026
6,2,250,3.536235
6,2,300,3.527067
6,2,350,3.516773
6,2,400,3.546517
6,2,450,3.540229
6,2,500,3.589903
6,2,550,3.552805
6,2,600,3.578569
6,2,650,3.533267
6,2,700,3.524785
6,2,750,3.522106
6,2,800,3.539711
6,2,850,3.456674
6,2,900,3.514359
6,2,950,3.495442
6,2,1000,3.522085
6,3,-500,3.445843
6,3,-450,3.400337
6,3,-400,3.404373
6,3,-350,3.416707
6,3,-300,3.404283
6,3,-250,3.387364
6,3,-200,3.443335
6,3,-150,3.417699
6,3,-100,3.478453
6,3,-50,3.445522
6,3,0,3.438331
6,3,50,3.435254
6,3,100,3.476724
6,3,150,3.50812
6,3,200,3.486189
6,3,250,3.4804
6,3,300,3.563371
6,3,350,3.541949
6,3,400,3.495897
6,3,450,3.556994
6,3,500,3.519249
6,3,550,3.552309
6,3,600,3.527191
6,3,650,3.529857
6,3,700,3.52344
6,3,750,3.543319
6,3,800,3.536785
6,3,850,3.555606
6,3,900,3.507829
6,3,950,3.45653
6,3,1000,3.541147
6,4,-500,3.361503
6,4,-450,3.376936
6,4,-400,3.378933
6,4,-350,3.394879
6,4,-300,3.304972
6,4,-250,3.353099
6,4,-200,3.35359
6,4,-150,3.424546
6,4,-100,3.402781
6,4,-50,3.39071
6,4,0,3.4084
6,4,50,3.359936
6,4,100,3.428234
6,4,150,3.471337
6,4,200,3.428838
6,4,250,3.471864
6,4,300,3.471182
6,4,350,3.482878
6,4,400,3.523157
6,4,450,3.461256
6,4,500,3.471077
6,4,550,3.470363
6,4,600,3.496309
6,4,650,3.464041
6,4,700,3.491647
6,4,750,3.473004
6,4,800,3.471465
6,4,850,3.432482
6,4,900,3.465694
6,4,950,3.490073
6,4,1000,3.484149
6,5,-500,3.448328
6,5,-450,3.435443
6,5,-400,3.431124
6,5,-350,3.373016
6,5,-300,3.438148
6,5,-250,3.397849
6,5,-200,3.374052
6,5,-150,3.40986
6,5,-100,3.368905
6,5,-50,3.435536
6,5,0,3.435952
6,5,50,3.429486
6,5,100,3.446983
6,5,150,3.475358
6,5,200,3.470441
6,5,250,3.477616
6,5,300,3.505322
6,5,350,3.51514
6,5,400,3.517827
6,5,450,3.538943
6,5,500,3.528453
6,5,550,3.49109
6,5,600,3.443951
6,5,650,3.499634
6,5,700,3.514962
6,5,750,3.479417
6,5,800,3.472905
6,5,850,3.49203
6,5,900,3.443647
6,5,950,3.532156
6,5,1000,3.496967
6,6,-500,3.375062
6,6,-450,3.372202
6,6,-400,3.404233
6,6,-350,3.397863
6,6,-300,3.402382
6,6,-250,3.369061
6,6,-200,3.404493
6,6,-150,3.404039
6,6,-100,3.406121
6,6,-50,3.365241
6,6,0,3.351084
6,6,50,3.347221
6,6,100,3.437057
6,6,150,3.457111
6,6,200,3.481241
6,6,250,3.511977
6,6,300,3.49503
6,6,350,3.488026
6,6,400,3.509748
6,6,450,3.50063
6,6,500,3.475066
6,6,550,3.477454
6,6,600,3.482137
6,6,650,3.493912
6,6,700,3.485506
6,6,750,3.483153
6,6,800,3.504638
6,6,850,3.472035
6,6,900,3.4598
6,6,950,3.498154
6,6,1000,3.466037
7,1,-500,3.532622
7,1,-450,3.502217
7,1,-400,3.514609
7,1,-350,3.56072
7,1,-300,3.511381
7,1,-250,3.492055
7,1,-200,3.496878
7,1,-150,3.591369
7,1,-100,3.511626
7,1,-50,3.552057
7,1,0,3.523776
7,1,50,3.565387
7,1,100,3.576998
7,1,150,3.593034
7,1,200,3.565397
7,1,250,3.58239
7,1,300,3.636487
7,1,350,3.613936
7,1,400,3.609625
7,1,450,3.618344
7,1,500,3.652199
7,1,550,3.632355
7,1,600,3.650703
7,1,650,3.622612
7,1,700,3.663139
7,1,750,3.55423
7,1,800,3.603106
7,1,850,3.63923
7,1,900,3.615974
7,1,950,3.64609
7,1,1000,3.629135
7,2,-500,3.379114
7,2,-450,3.364931
7,2,-400,3.389413
7,2,-350,3.374855
7,2,-300,3.399069
7,2,-250,3.318961
7,2,-200,3.353613
7,2,-150,3.381404
7,2,-100,3.354173
7,2,-50,3.33707
7,2,0,3.369546
7,2,50,3.375004
7,2,100,3.430622
7,2,150,3.418387
7,2,200,3.431682
7,2,250,3.432685
7,2,300,3.427491
7,2,350,3.442746
7,2,400,3.524086
7,2,450,3.455591
7,2,500,3.493322
7,2,550,3.48143
7,2,600,3.470402
7,2,650,3.514715
7,2,700,3.461837
7,2,750,3.499411
7,2,800,3.457793
7,2,850,3.471499
7,2,900,3.461016
7,2,950,3.428142
7,2,1000,3.479654
7,3,-500,3.48154
7,3,-450,3.464794
7,3,-400,3.507958
7,3,-350,3.503328
7,3,-300,3.498206
7,3,-250,3.429791
7,3,-200,3.471777
7,3,-150,3.473951
7,3,-100,3.513144
7,3,-50,3.50604
7,3,0,3.513837
7,3,50,3.497913
7,3,100,3.518479
7,3,150,3.597062
7,3,200,3.592295
7,3,250,3.544949
7,3,300,3.608902
7,3,350,3.583189
7,3,400,3.569957
7,3,450,3.632518
7,3,500,3.584957
7,3,550,3.6069
7,3,600,3.628736
7,3,650,3.557629
7,3,700,3.559614
7,3,750,3.56906
7,3,800,3.599639
7,3,850,3.612454
7,3,900,3.633511
7,3,950,3.58979
7,3,1000,3.553267
7,4,-500,3.523349
7,4,-450,3.528126
7,4,-400,3.589818
7,4,-350,3.552525
7,4,-300,3.568757
7,4,-250,3.553785
7,4,-200,3.465517
7,4,-150,3.565396
7,4,-100,3.538696
7,4,-50,3.520578
7,4,0,3.551289
7,4,50,3.557134
7,4,100,3.610326
7,4,150,3.630804
7,4,200,3.660974
7,4,250,3.597133
7,4,300,3.621019
7,4,350,3.674483
7,4,400,3.630633
7,4,450,3.678849
