person_id,session,dwell_time,pupil_mean,response_time
15,2,797.0266118299911,3.228629781696707,734.8583739151994
15,3,857.6779597221761,3.31129133029967,1030.282207788573
16,1,840.2530262094053,3.4054596606838983,871.4280578195273
16,2,856.2272653776231,3.3992489942271185,763.3261383609042
16,3,909.7810528897255,3.557592252736733,936.2202411117182
17,1,876.1939440867282,3.524387447966077,752.7475894464022
17,2,977.9125320979794,3.604521359044368,944.8540832892103
17,3,1064.891147195637,3.566101936544116,873.0618109027735
18,1,709.5699370930741,3.3878748857558443,874.0561032354005
18,2,586.8956145814825,3.2745291072591263,816.7786903935006
18,3,645.3812001289658,3.0937628058243027,911.6419402729807
19,1,848.1628039150798,3.412386159895218,1035.8939478138163
19,2,850.6625806650223,3.3056940169993445,911.0684618516955
19,3,833.6940101757154,3.425952388755142,994.5372130337787
20,1,821.4577574063326,3.2382787448675217,898.8354097663633
20,2,827.5837975635586,3.370577768643011,875.3816538704752
20,3,774.9716244213224,3.2637499412152713,970.3578612193874
21,1,1119.7820094608203,3.5020116248521043,762.3158052783206
21,2,1043.2476145480682,3.6134001219781373,745.8262536194466
21,3,1082.6192549496398,3.578783558535691,761.29568798856
22,1,777.2215278197656,3.0845812402872106,990.9007252855571
22,2,646.0870036783165,3.263571293484069,1068.8518838249042
22,3,642.705504668708,3.1673194663233124,996.4174918501226
23,1,823.2525758178388,3.294202826623611,827.1515955164134
23,2,775.5849463302005,3.345761715437367,986.1726618185302
23,3,828.7181348184116,3.363757318331575,916.4588646549487
24,1,976.2915880717256,3.5616225823869914,824.2147521596336
24,2,977.5509089295862,3.5311819089274885,969.2001253827984
24,3,1005.4492647881617,3.5439424629916005,777.1943180903102
25,1,673.216546891517,3.3760036996042158,768.7289993038196
25,2,879.3740289676107,3.3353850363097366,959.5109616014076
25,3,860.699942227348,3.3388022618388047,884.766620824259
26,1,774.595090429866,3.262823234318238,891.4359509115915
26,2,801.4104288252237,3.3595367365517332,992.9172432678592
26,3,844.3832756345498,3.3628117095934296,1117.9546639119917
27,1,831.0946959658395,3.2457807335916726,924.4252086291434
27,2,757.9134234592119,3.211403873176816,966.5656481139439
27,3,705.4870270297857,3.2715536528804616,852.5747975419025
28,1,824.5457891082658,3.3549490949703027,1016.0605132947458
28,2,772.3337989942956,3.1994225811538897,939.4728844161666
28,3,915.3197792547628,3.380156499166423,898.8740895739948
29,1,860.3632433820281,3.623780416579682,908.133366049681
29,2,930.5943622608601,3.3606254964515294,837.1971309928356
29,3,916.7500602573732,3.6003303841177026,975.4287488020568
30,1,808.2568684776925,3.31024496727799,809.4392661788277
30,2,960.5319900260188,3.4578035636991915,948.1040556934577
30,3,862.4187528305531,3.498259116701716,791.7095530294293
31,1,996.2649593467906,3.524826947469568,772.4745830313484
31,2,1008.6972181112749,3.602603396019142,759.6883203320846
31,3,1098.754055838609,3.613324208663384,894.6495368380226
32,1,580.8058076854487,3.1053941354186296,1023.8144650324293
32,2,626.4646265312963,3.202190138456714,1047.058244465882
32,3,619.1126801106094,3.2736406707284496,1005.7692516268698
33,1,917.8872235582259,3.387420498994409,853.8088115739055
33,2,867.7754640001451,3.503105337462702,966.2446961112216
33,3,897.1805063802834,3.5896832063315185,787.7408453233494
34,1,766.4773638192955,3.275677433779601,812.3939655105447
34,2,884.6536467561746,3.480815815917907,956.849112157093
34,3,863.8890850951481,3.3067161027536645,814.7377485042354
35,1,567.8444002891817,3.180718823430146,1054.36265656378
35,2,540.7746728319732,3.124984979543845,948.1337490957359
35,3,723.235674771156,3.182734669724536,1136.7552587156963
36,1,916.659038688062,3.6136018087141406,877.1022266709988
36,2,983.517816981322,3.395870339507358,770.113201906891
36,3,1056.1783869314374,3.58840924123993,833.1015056920152
37,1,811.6795943950196,3.5572618173861406,930.116860749732
37,2,954.7980571970355,3.475088221230149,741.4077164637902
37,3,1012.6821848264641,3.5132132932729374,870.0503322636878
38,1,935.4131716234331,3.376785353598846,922.0237135727228
38,2,962.2271957020405,3.4186225801076287,867.8543888189781
38,3,902.5058442197889,3.371089216421338,841.2345363033222
39,1,877.3718916291394,3.490295705798351,811.0231187355772
39,2,852.295533270369,3.2937396784319195,1026.6302407802448
39,3,897.5593572200787,3.361602322421658,860.4644844931353
40,1,631.4516791635251,3.2869530815098704,1055.175250312667
40,2,747.4109458568106,3.096528067146675,1069.6950807681812
40,3,697.7123570885699,3.1703703328447275,1105.62250749214
41,1,782.350081216127,3.3515588825617937,1084.003219495425
41,2,816.0300845233558,3.416194712491221,859.7397209280577
41,3,703.1233628767064,3.295481779648134,876.5614242826264
42,1,1014.1120727365565,3.504444852031866,762.1649262997646
42,2,986.8961826355883,3.506339175953624,934.5070352019779
42,3,1018.1695047907656,3.4985335471508376,777.9431320835247
43,1,1198.4955922387217,3.803244118815078,715.7584200221331
43,2,1203.1970871618591,3.77060404990487,728.0766100640801
43,3,1213.2579734387073,3.8228757379841496,794.0546042182749
44,1,989.339177742167,3.4188026453639546,841.4942481085689
44,2,976.3436262513762,3.4554755850423775,749.8872325374015
44,3,1061.645248188941,3.772631474953919,870.4074082371625
45,1,798.9733507978444,3.231465373910294,1159.405465602803
45,2,643.514090927805,3.0854206638797534,1089.2992054069007
45,3,671.7123615211918,3.190727377145921,1074.1431418111258
46,1,980.6207058553703,3.6637658534398767,912.2639948511995
46,2,1067.3211459779068,3.594726025758256,830.4857120458427
46,3,1010.0578081925615,3.7423537513513905,946.6554186923781
47,1,987.4476570716679,3.608152054019084,818.385401915126
47,2,943.4849603851337,3.6571816979140377,718.0979228549749
47,3,1044.4427854885764,3.4721249055887555,870.3483298930083
48,1,749.4814239498517,3.4060217963953847,908.9662833265131
48,2,791.0604990955721,3.3855871939890942,1005.0980787330964
48,3,799.4366908140703,3.340173128499031,986.3524478191778
49,1,734.2940225301662,3.2748969627936813,899.6244593486905
49,2,858.0877336166587,3.214298249952914,926.5253598976362
49,3,784.9773458734671,3.370876765043515,926.7968221751398
50,1,1048.1683009532221,3.5667632764048802,938.6235012921229
50,2,1135.6262904013274,3.611115096719328,687.9549987704497
50,3,995.28561653364,3.4829240485351467,636.4795975573859
51,1,955.072412812032,3.5514144180881426,807.8627456150713
51,2,962.4446105489491,3.331806435246099,703.9467762155598
51,3,959.8533544582675,3.3702024619795017,818.6428554299281
52,1,683.1216034417281,3.1525015353303396,972.7026997328887
52,2,798.7598602275744,3.2873226144233536,998.4057503207242
52,3,695.2078894462455,3.28747259609372,899.6275500879937
53,1,970.7321587741435,3.6841230132061615,985.2527239836588
53,2,1042.2421705944632,3.4997012858170296,968.7625891365058
53,3,955.9658702922467,3.49477419052495,901.2360882170808
54,1,880.2603411333258,3.63243429502829,842.423349201596
54,2,990.3462384933493,3.620068450753404,940.6924102393263
54,3,982.9595324468775,3.6502361300298203,1004.5079382111965
55,1,587.8489115062533,3.0629976451773127,1070.8124073656595
55,2,681.0647778002528,3.1839294846035178,1057.6083067035986
55,3,707.3941212738225,3.2435520683133094,1082.8560241406758
56,1,852.505541214789,3.505723498930479,1043.4472220295568
56,2,855.0454130864175,3.443162560339016,926.8509798761048
56,3,797.8595592631895,3.3927995224517242,857.9697345831813
57,1,755.6595051090612,3.4474325256409593,926.0549319307696
57,2,852.0053223459797,3.314434712088564,889.5577983397094
57,3,800.203218074459,3.3001750746704195,810.4386029862789
58,1,831.3321782797092,3.4376516487946325,970.3920868664106
58,2,845.8941784468435,3.3847885205024,964.948055864624
58,3,775.1274685497427,3.3154518826232158,1012.3835831754614
59,1,987.7351999619942,3.3639870898493007,742.2880956055833
59,2,923.2082100168981,3.480777348199332,978.880447387523
59,3,843.7495273885795,3.445327398471716,806.0993816196051
60,1,974.4528994569934,3.8755140427568664,791.6114789450398
60,2,1215.2960367737603,3.633843528514116,794.4478902497841
60,3,1121.027215384896,3.4454994646235737,646.0890100241552
